MCC	MNC	Brand	Operator
310	013	Verizon	Verizon Wireless
310	014		
310	015	Southern LINC	Southern Communications
310	016	AT&T	AT&T Mobility
310	017	ProxTel	North Sight Communications Inc.
310	020	Union Wireless	Union Telephone Company
310	030	AT&T	AT&T Mobility
310	032	IT&E Wireless	IT&E Overseas, Inc
310	033		Guam Telephone Authority
310	034	Airpeak	Airpeak
310	035	ETEX Wireless	ETEX Communications, LP
310	040	MTA	Matanuska Telephone Association, Inc.
310	050	GCI	Alaska Communications
310	053	Virgin Mobile	Sprint
310	054		Alltel US
310	060		Consolidated Telcom
310	066	U.S. Cellular	U.S. Cellular
310	070	AT&T	AT&T Mobility
310	080	AT&T	AT&T Mobility
310	090	AT&T	AT&T Mobility
310	100	Plateau Wireless	New Mexico RSA 4 East LP
310	110	IT&E Wireless	PTI Pacifica Inc.
310	120	Sprint	Sprint Corporation
310	130	Carolina West Wireless	Carolina West Wireless
310	140	GTA Wireless	Teleguam Holdings, LLC
310	150	AT&T	AT&T Mobility
310	160	T-Mobile	T-Mobile US
310	170	AT&T	AT&T Mobility
310	180	West Central	West Central Wireless
310	190	GCI	Alaska Wireless Communications, LLC
310	200		T-Mobile
310	210		T-Mobile
310	220		T-Mobile
310	230		T-Mobile
310	240		T-Mobile
310	250		T-Mobile
310	260	T-Mobile	T-Mobile USA
310	270		T-Mobile
310	280	AT&T	AT&T Mobility
310	290	nep	NEP Cellcorp Inc.
310	300	Big Sky Mobile	iSmart Mobile, LLC
310	310		T-Mobile
310	311		Farmers Wireless
310	320	Cellular One	Smith Bagley, Inc.
310	330		Wireless Partners, LLC
310	340	Limitless Mobile	Limitless Mobile, LLC
310	350	Verizon	Verizon Wireless
310	360	Pioneer Cellular	Cellular Network Partnership
310	370	Docomo	NTT Docomo Pacific
310	380	AT&T	AT&T Mobility
310	390	Cellular One of East Texas	TX-11 Acquisition, LLC
310	400	iConnect	Wave Runner LLC
310	410	AT&T	AT&T Mobility
310	420	Cincinnati Bell	Cincinnati Bell Wireless
310	430	GCI	GCI Communications Corp.
310	440		Numerex
310	450	Viaero	Viaero Wireless
310	460	NewCore	NewCore Wireless LLC
310	470	Shentel	Shenandoah Telecommunications Company
310	480	iConnect	Wave Runner LLC
310	490		T-Mobile
310	500	Alltel	Public Service Cellular Inc.
310	510	Cellcom	Nsighttel Wireless LLC
310	520	TNS	Transaction Network Services
310	530	iWireless	Iowa Wireless Services LLC
310	540	Phoenix	Hilliary Communications
310	550		Syniverse Technologies
310	560	AT&T	AT&T Mobility
310	570	Cellular One	TX-10, LLC and Central Louisiana Cellular, LLC (MTPCS)
310	580		Inland Cellular Telephone Company
310	590		Verizon Wireless
310	600	Cellcom	New-Cell Inc.
310	610	Epic PCS	Elkhart Telephone Co.
310	620	Cellcom	Nsighttel Wireless LLC
310	630	miSpot	Agri-Valley Communications
310	640		Numerex
310	650	Jasper	Jasper Technologies
310	660	T-Mobile	
310	670	AT&T	AT&T Mobility
310	680	AT&T	AT&T Mobility
310	690	Limitless Mobile	Limitless Mobile, LLC
310	700	Bigfoot Cellular	Cross Valiant Cellular Partnership
310	710	ASTAC	Arctic Slope Telephone Association Cooperative
310	720		Syniverse Technologies
310	730	U.S. Cellular	U.S. Cellular
310	740	Viaero	Viaero Wireless
310	750	Appalachian Wireless	East Kentucky Network, LLC
310	760		Lynch 3G Communications Corporation
310	770	iWireless	Iowa Wireless Services
310	780	Dispatch Direct	D. D. Inc.
310	790	BLAZE	PinPoint Communications Inc.
310	800		T-Mobile
310	810		LCFR LLC
310	820		Verizon Wireless
310	830	Sprint	Sprint Corporation
310	840	telna Mobile	Telecom North America Mobile, Inc.
310	850	Aeris	Aeris Communications, Inc.
310	860	Five Star Wireless	TX RSA 15B2, LP
310	870	PACE	Kaplan Telephone Company
310	880	DTC Wireless	Advantage Cellular Systems, Inc.
310	890		Verizon Wireless
310	900	Mid-Rivers Wireless	Cable & Communications Corporation
310	910		Verizon Wireless
310	920		James Valley Wireless, LLC
310	930		Copper Valley Wireless
310	940		Tyntec Inc.
310	950	AT&T	AT&T Mobility
310	960	STRATA	UBET Wireless
310	970		Globalstar
310	980	Peoples Telephone	Texas RSA 7B3
310	990	Evolve Broadband	Worldcall Interconnect Inc.
311	000	West Central Wireless	Mid-Tex Cellular Ltd.
311	010	Chariton Valley	Chariton Valley Communications
311	012	Verizon	Verizon Wireless
311	020	Chariton Valley	Missouri RSA 5 Partnership
311	030	Indigo Wireless	Americell PA 3 Partnership
311	040	Choice Wireless	Commnet Wireless
311	050		Thumb Cellular LP
311	060		Space Data Corporation
311	070	AT&T	AT&T Mobility
311	080	Pine Cellular	Pine Telephone Company
311	090	AT&T	AT&T Mobility
311	100		Nex-Tech Wireless
311	110	Verizon	Verizon Wireless
311	120	iConnect	Wave Runner LLC
311	130		Lightsquared L.P.
311	140	Bravado Wireless	Cross Telephone Company
311	150		Wilkes Cellular
311	160		Lightsquared L.P.
311	170		Broadpoint Inc.
311	180	AT&T	AT&T Mobility
311	190	AT&T	AT&T Mobility
311	200		ARINC
311	210		Telnyx LLC
311	220	U.S. Cellular	U.S. Cellular
311	230	C Spire Wireless	Cellular South Inc.
311	240		Cordova Wireless
311	250	iConnect	Wave Runner LLC
311	260	Sprint	Sprint Corporation
311	270	Verizon	Verizon Wireless
311	271	Verizon	Verizon Wireless
311	272	Verizon	Verizon Wireless
311	273	Verizon	Verizon Wireless
311	274	Verizon	Verizon Wireless
311	275	Verizon	Verizon Wireless
311	276	Verizon	Verizon Wireless
311	277	Verizon	Verizon Wireless
311	278	Verizon	Verizon Wireless
311	279	Verizon	Verizon Wireless
311	280	Verizon	Verizon Wireless
311	281	Verizon	Verizon Wireless
311	282	Verizon	Verizon Wireless
311	283	Verizon	Verizon Wireless
311	284	Verizon	Verizon Wireless
311	285	Verizon	Verizon Wireless
311	286	Verizon	Verizon Wireless
311	287	Verizon	Verizon Wireless
311	288	Verizon	Verizon Wireless
311	289	Verizon	Verizon Wireless
311	290	BLAZE	PinPoint Communications Inc.
311	300		Nexus Communications, Inc.
311	310	NMobile	Leaco Rural Telephone Company Inc.
311	320	Choice Wireless	Commnet Wireless
311	330	Bug Tussel Wireless	Bug Tussel Wireless LLC
311	340		Illinois Valley Cellular
311	350	Nemont	Sagebrush Cellular, Inc.
311	360		Stelera Wireless
311	370	GCI Wireless	General Communication Inc.
311	380		New Dimension Wireless Ltd.
311	390	Verizon	Verizon Wireless
311	400		
311	410	Chat Mobility	Iowa RSA No. 2 LP
311	420	NorthwestCell	Northwest Missouri Cellular LP
311	430	Chat Mobility	RSA 1 LP
311	440		Bluegrass Cellular LLC
311	450	PTCI	Panhandle Telecommunication Systems Inc.
311	460		Electric Imp Inc.
311	470	Viya	Vitelcom Cellular Inc.
311	480	Verizon	Verizon Wireless
311	481	Verizon	Verizon Wireless
311	482	Verizon	Verizon Wireless
311	483	Verizon	Verizon Wireless
311	484	Verizon	Verizon Wireless
311	485	Verizon	Verizon Wireless
311	486	Verizon	Verizon Wireless
311	487	Verizon	Verizon Wireless
311	488	Verizon	Verizon Wireless
311	489	Verizon	Verizon Wireless
311	490	Sprint	Sprint Corporation
311	500		Mosaic Telecom
311	510		Ligado Networks
311	520		Lightsquared L.P.
311	530	NewCore	NewCore Wireless LLC
311	540		Proximiti Mobility Inc.
311	550	Choice Wireless	Commnet Midwest LLC
311	560	OTZ Cellular	OTZ Communications, Inc.
311	570	BendBroadband	Bend Cable Communications LLC
311	580	U.S. Cellular	U.S. Cellular
311	590	Verizon	Verizon Wireless
311	600	Limitless Mobile	Limitless Mobile, LLC
311	610	SRT Communications	North Dakota Network Co.
311	620		TerreStar Networks, Inc.
311	630	C Spire Wireless	Cellular South Inc.
311	640	Rock Wireless	Standing Rock Telecommunications
311	650	United Wireless	United Wireless
311	660	metroPCS	MetroPCS Wireless Inc.
311	670	Pine Belt Wireless	Pine Belt Cellular Inc.
311	680		GreenFly LLC
311	690		TeleBEEPER of New Mexico
311	700		Midwest Network Solutions Hub LLC
311	710		Northeast Wireless Networks LLC
311	720		MainePCS LLC
311	730		Proximiti Mobility Inc.
311	740		Telalaska Cellular
311	750	ClearTalk	Flat Wireless LLC
311	760		Edigen Inc.
311	770		Altiostar Networks, Inc.
311	780	Pioneer Cellular	Cellular Network Partnership
311	790		Coleman County Telephone Cooperative, Inc.
311	800		Bluegrass Cellular LLC
311	810		Bluegrass Cellular LLC
311	820		Sonus Networks
311	830		Thumb Cellular LP
311	840	Cellcom	Nsight Spectrum LLC
311	850	Cellcom	Nsight Spectrum LLC
311	860	STRATA	Uintah Basin Electronic Telecommunications
311	870	Boost Mobile	Sprint Corporation
311	880	Sprint	Sprint Corporation
311	890		Globecomm Network Services Corporation
311	900		GigSky
311	910	MobileNation	SI Wireless LLC
311	920	Chariton Valley	Missouri RSA 5 Partnership
311	930		Syringa Wireless
311	940	Sprint	Sprint Corporation
311	950	ETC	Enhanced Telecommmunications Corp.
311	960	Lycamobile	Lycamobile USA Inc.
311	970	Big River Broadband	Big River Broadband, LLC
311	980		LigTel Communications
311	990		VTel Wireless
312	010	Chariton Valley	Chariton Valley Communication Corporation, Inc
312	020		Infrastructure Networks, LLC
312	030	Bravado Wireless	Cross Wireless
312	040		Custer Telephone Co-op (CTCI)
312	050		Fuego Wireless
312	060		CoverageCo
312	070		Adams Networks Inc
312	080	SyncSouth	South Georgia Regional Information Technology Authority
312	090	AT&T	AT&T Mobility
312	100		ClearSky Technologies, Inc.
312	110		Texas Energy Network LLC
312	120	Appalachian Wireless	East Kentucky Network, LLC
312	130	Appalachian Wireless	East Kentucky Network, LLC
312	140	Revol Wireless	Cleveland Unlimited, Inc.
312	150	NorthwestCell	Northwest Missouri Cellular LP
312	160	Chat Mobility	RSA1 Limited Partnership
312	170	Chat Mobility	Iowa RSA No. 2 LP
312	180		Limiteless Mobile LLC
312	190	Sprint	Sprint Corporation
312	200		Voyager Mobility LLC
312	210		Aspenta International, Inc.
312	220	Chariton Valley	Chariton Valley Communication Corporation, Inc.
312	230	SRT Communications	North Dakota Network Co.
312	240	Sprint	Sprint Corporation
312	250	Sprint	Sprint Corporation
312	260	NewCore	Central LTE Holdings
312	270	Pioneer Cellular	Cellular Network Partnership
312	280	Pioneer Cellular	Cellular Network Partnership
312	290	STRATA	Uintah Basin Electronic Telecommunications
312	300	telna Mobile	Telecom North America Mobile, Inc.
312	310		Clear Stream Communications, LLC
312	320		RTC Communications LLC
312	330	Nemont	Nemont Communications, Inc.
312	340	MTA	Matanuska Telephone Association, Inc.
312	350		Triangle Communication System Inc.
312	360		Wes-Tex Telecommunications, Ltd.
312	370	Choice Wireless	Commnet Wireless
312	380		Copper Valley Wireless
312	390	FTC Wireless	FTC Communications LLC
312	400	Mid-Rivers Wireless	Mid-Rivers Telephone Cooperative
312	410		Eltopia Communications, LLC
312	420		Nex-Tech Wireless
312	430		Silver Star Communications
312	440		Consolidated Telcom
312	450		Cable & Communications Corporation
312	460		Ketchikan Public Utilities (KPU)
312	470	Carolina West Wireless	Carolina West Wireless
312	480	Nemont	Sagebrush Cellular, Inc.
312	490		TrustComm, Inc.
312	500		AB Spectrum LLC
312	510		WUE Inc.
312	520		ANIN
312	530	Sprint	Sprint Corporation
312	540		Broadband In Hand LLC
312	550		Great Plains Communications, Inc.
312	560		NHLT Inc.
312	570	Blue Wireless	Buffalo-Lake Erie Wireless Systems Co., LLC
312	580		Morgan, Lewis & Bockius LLP
312	590	NMU	Northern Michigan University
312	600	Nemont	Sagebrush Cellular, Inc.
312	610	nTelos	nTelos Licenses, Inc.
312	620		GlobeTouch Inc.
312	630		NetGenuity, Inc.
312	640	Nemont	Sagebrush Cellular, Inc.
312	650		365 Wireless LLC
312	660	nTelos	nTelos Wireless
312	670	FirstNet	AT&T Mobility
312	680	AT&T	AT&T Mobility
312	690		TGS, LLC
312	700		Wireless Partners, LLC
312	710		Great North Woods Wireless LLC
312	720	Southern LINC	Southern Communications Services
312	730		Triangle Communication System Inc.
312	740	Locus Telecommunications	KDDI America, Inc.
312	750		Artemis Networks LLC
312	760	ASTAC	Arctic Slope Telephone Association Cooperative
312	770	Verizon	Verizon Wireless
312	780		Redzone Wireless
312	790		Gila Electronics
312	800		Cirrus Core Networks
312	810	BBCP	Bristol Bay Telephone Cooperative
312	820		Santel Communications Cooperative, Inc.
312	830		Kings County Office of Education
312	840		South Georgia Regional Information Technology Authority
312	850		Onvoy Spectrum, LLC
312	860	ClearTalk	Flat Wireless, LLC
312	870		GigSky Mobile, LLC
312	880		Albemarle County Public Schools
312	890		Circle Gx
312	900	ClearTalk	Flat West Wireless, LLC
312	910	Appalachian Wireless	East Kentucky Network, LLC
312	920		Northeast Wireless Networks LLC
312	930		Hewlett-Packard Communication Services, LLC
312	940		Webformix
312	950		Custer Telephone Co-op (CTCI)
312	960		M&A Technology, Inc.
312	970		IOSAZ Intellectual Property LLC
312	980		Mark Twain Communications Company
312	990	Premier Broadband	Premier Holdings LLC
313	000		Tennessee Wireless
313	010	Bravado Wireless	Cross Wireless LLC
313	020	CTC Wireless	Cambridge Telephone Company Inc.
313	030	Snake River PCS	Eagle Telephone System Inc.
313	040	NNTC Wireless	Nucla-Naturita Telephone Company
313	050	Breakaway Wireless	Manti Tele Communications Company, Inc.
313	060		Country Wireless
313	070		Midwest Network Solutions Hub LLC
313	080		Speedwavz LLP
313	090		Vivint Wireless, Inc.
313	100	FirstNet	700 MHz Public Safety Broadband
313	110 - 190	FirstNet	700 MHz Public Safety Broadband
313	200		Mercury Network Corporation
313	210	AT&T	AT&T Mobility
313	220		Custer Telephone Co-op (CTCI)
313	230		Velocity Communications Inc.
313	240	Peak Internet	Fundamental Holdings, Corp.
313	250		Imperial County Office of Education
313	260		Expeto Wireless Inc.
313	270		Blackstar Management
313	280		King Street Wireless, LP
313	290		Gulf Coast Broadband LLC
313	300		Cambio WiFi of Delmarva, LLC
313	310		CAL.NET, Inc.
313	320		Paladin Wireless
313	330		CenturyTel Broadband Services LLC
313	340		Dish Network
313	350		Dish Network
313	360		Dish Network
313	370		Red Truck Wireless, LLC
313	380		OptimERA Inc.
313	390		Altice USA Wireless, Inc.
313	400		Texoma Communications, LLC
313	410		pdvWireless
314	100 - 190		Reserved for Public Safety
316	010	Nextel	Nextel Communications
316	011	Southern LINC	Southern Communications Services
748	00	Antel	Administración Nacional de Telecomunicaciones
748	01	Antel	Administración Nacional de Telecomunicaciones
748	03	Antel	Administración Nacional de Telecomunicaciones
748	07	Movistar	Telefónica Móviles Uruguay
748	10	Claro	AM Wireless Uruguay S.A.
434	01		Buztel
434	02		Uzmacom
434	03	UzMobile	Uzbektelekom
434	04	Beeline	Unitel LLC
434	05	Ucell	Coscom
434	06	Perfectum Mobile	RUBICON WIRELESS COMMUNICATION
434	07	UMS	Universal Mobile Systems
434	08	UzMobile	Uzbektelekom
541	00	AIL	ACeS International (AIL)
541	01	SMILE	Telecom Vanuatu Ltd
541	05	Digicel	Digicel Vanuatu Ltd
541	07	WanTok	WanTok Vanuatu Ltd
225			
734	01	Digitel	Corporacion Digitel C.A.
734	02	Digitel GSM	Corporacion Digitel C.A.
734	03	DirecTV	Galaxy Entertainment de Venezuela C.A.
734	04	movistar	Telefónica Móviles Venezuela
734	06	Movilnet	Telecomunicaciones Movilnet
452	01	MobiFone	Vietnam Mobile Telecom Services Company
452	02	Vinaphone	Vietnam Telecom Services Company
452	03	S-Fone	S-Telecom
452	04	Viettel Mobile	Viettel Telecom
452	05	Vietnamobile	Hanoi Telecom
452	06	EVNTelecom	EVN Telecom
452	07	Gmobile	GTEL Mobile JSC
452	08	EVNTelecom	EVN Telecom
543	01	Manuia	Service des Postes et Télécommunications des Îles Wallis et Futuna (SPT)
421	01	SabaFon	
421	02	MTN	Spacetel Yemen
421	03	Yemen Mobile	Yemen Mobile
421	04	HiTS-UNITEL	Y
645	01	Airtel	Bharti Airtel
645	02	MTN	MTN Group
645	03	ZAMTEL	Zambia Telecommunications Company Ltd
648	01	Net*One	Net*One Cellular (Pvt) Ltd
648	03	Telecel	Telecel Zimbabwe (PVT) Ltd
648	04	Econet	Econet Wireless
901	01	ICO	ICO Satellite Management
901	02		Unassigned
901	03	Iridium	
901	04		Unassigned
901	05		Thuraya RMSS Network
901	06		Thuraya Satellite Telecommunications Company
901	07		Unassigned
901	08		Unassigned
901	09		Unassigned
901	10	ACeS	
901	11	Inmarsat	
901	12	Telenor	Telenor Maritime AS
901	13	GSM.AQ	BebbiCell AG
901	14	AeroMobile	AeroMobile AS
901	15	OnAir	OnAir Switzerland Sarl
901	16	Cisco Jasper	Cisco Systems, Inc.
901	17	Navitas	JT Group Limited
901	18	Cellular @Sea	AT&T Mobility
901	19		Vodafone Malta Maritime
901	20		Intermatica
901	21		Wins Limited
901	22		MediaLincc Ltd
901	23		Unassigned
901	24	iNum	Voxbone
901	25		Unassigned
901	26	TIM@sea	Telecom Italia Mobile
901	27	OnMarine	Monaco Telecom
901	28	Vodafone	GDSP (Vodafone's Global Data Service Platform)
901	29	Telenor	
901	30		Unassigned
901	31	Orange	Orange S.A.
901	32	Sky High	MegaFon
901	33		Smart Communications
901	34		tyntec GmbH
901	35		Globecomm Network Services
901	36		Azerfon
901	37		Transatel
901	38		Multiregional TransitTelecom (MTT)
901	39		MTX Connect Ltd
901	40		Deutsche Telekom AG
901	41		BodyTrace Netherlands B.V.
901	42		DCN Hub ehf
901	43		EMnify GmbH
901	44		AT&T Inc.
901	45		Advanced Wireless Network Company Limited
901	46		Telecom26 AG
901	47		Ooredoo
901	48	Com4	Communication for Devices in Sweden AB
901	49		Zain Kuwait
901	50		EchoStar Mobile
901	51		VisionNG
901	52		Manx Telecom Trading Ltd.
901	53		Deutsche Telekom AG
901	54		Teleena Holding B.V.
901	55		Beezz Communication Solutions Ltd.
901	56	ETSI	European Telecommunications Standards Institute
901	57		SAP
901	58	BICS	Belgacom ICS SA
901	59		MessageBird B.V.
901	60		OneWeb
901	88		UN Office for the Coordination of Humanitarian Affairs (OCHA)
